id,img,label,text,set
46085,img/46085.png,0,city workers repair statue cover it up with black sheet,test
67195,img/67195.png,1,there's no better time to combine out efftorts than now! blacks whites team - together everyone achieves more,test
70136,img/70136.png,0,ask me a dumb question again,test
56942,img/56942.png,0,this is nothing wait til you see my stamp collection,test
36741,img/36741.png,0,not all heroes wear capes,test
06418,img/06418.png,0,1 bomb every minute,test
80347,img/80347.png,0,i wanna see the most fucked up meme. lets see what you got,test
85960,img/85960.png,0,puts an intern under his desk impeachment proceedings for lying under oath bends an entire nation over his desk placed on a pedestal by liberals and the media,test
23657,img/23657.png,1,"some pussy gave me flowers weird, i just wanna get railed by a scummy biker",test
23745,img/23745.png,0,i killed someone then i found out they were annoying,test
89156,img/89156.png,1,asked my middle eastern coworker if he was going to blow something up this week,test
68120,img/68120.png,1,fleshlight,test
09768,img/09768.png,1,whats black and screams? harvey price answering the iron,test
34978,img/34978.png,0,shit... the dishwasher is broken again,test
71845,img/71845.png,0,"finds ringtone that says ""amen"" no longer has to silence phone in church service",test
20851,img/20851.png,1,me cis girls,test
69073,img/69073.png,1,women rights in islamic countries,test
19647,img/19647.png,0,i grew up in a household where talking back got your ass whooped,test
86024,img/86024.png,1,when your boss volunteers you for the next suicide bombing,test
83921,img/83921.png,1,this faceapp stuff is incredible!,test
46318,img/46318.png,0,when you don't have to see your ex future mother-in-lav anymore,test
53147,img/53147.png,1,immigrants illegal aliens,test
61502,img/61502.png,1,when you raid area 51 to find aliens but all you find are mexicans,test
12453,img/12453.png,0,these are just to break,test
97386,img/97386.png,1,inmate comes out of the shower and asks for a towel auschwitz guard:,test
41720,img/41720.png,1,you think im scared of saying nigger?,test
58706,img/58706.png,1,when you're so high you make down syndrome up syndrome,test
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?",test
21749,img/21749.png,1,this one time at camp someone had too much gas,test
40712,img/40712.png,1,"for the love of god change that diaper on your head, the crap is leaking out",test
97305,img/97305.png,1,when your wife just died giving birth to your daughter and you're alone in the room with your naked just born daughter,test
32570,img/32570.png,0,women deserve equal rights and support,test
92614,img/92614.png,1,muslim children at a pop concert why are people attacking us?,test
36850,img/36850.png,1,girl during sex: make me your slave me: muslim,test
60729,img/60729.png,1,muslims treat women like dogs & liberals don't dare speak up they're too busy bashing christians,test
58906,img/58906.png,1,jewish supremacists playing the role of victim while they victimize everyone on the planet,test
52019,img/52019.png,0,mohammed i'm pregnant...,test
17459,img/17459.png,0,"""if that fuckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016",test
68903,img/68903.png,0,"he might only be here for part of your life but for him, you are his whole life",test
01894,img/01894.png,0,we haven't t seen any new jesus appearances on pancakes in a while i hope he's okay,test
65730,img/65730.png,1,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!",test
10985,img/10985.png,0,"i just met you, and this is crazy but i love bath salts, and you look tasty",test
43198,img/43198.png,1,doesn't own a computer can still play minesweeper,test
68417,img/68417.png,0,don't be a pooper,test
12376,img/12376.png,0,why girls wanna be mermaids: 1. no pants 2. no periods 3. perfect hair 4. you get to lure men to their deaths well that escalated quickly,test
04683,img/04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",test
04783,img/04783.png,0,"where you can get with that bull shit what is ""fuck outta here correct",test
71430,img/71430.png,1,when you see your ex having a seizure in public shake it like a salt shaker bitch,test
23478,img/23478.png,0,ever tried african food? niether have they,test
52768,img/52768.png,0,i finally stopped drinking for good now i drink for evil,test
02145,img/02145.png,0,"and then i asked mom, what's for dinner?",test
68742,img/68742.png,0,"i've been told by a vegan that i should grow my food, not hunt it. does anyone know how to grow bacon?",test
08395,img/08395.png,1,my dad is the best at hide and seek he's been gone for 15 years,test
08219,img/08219.png,1,"i make everyone the way they are oh, you're gay? i'm going to burn you in hell for eternity",test
19783,img/19783.png,1,this is what science does for humanity this is what islam does for humanity,test
03981,img/03981.png,0,siri take me home starting route to gym,test
45216,img/45216.png,0,it's gettin hot in here so take off all ur clothes,test
36178,img/36178.png,0,you knew that was the wrong purse... are you serious!,test
57608,img/57608.png,0,oh god i did it again,test
79182,img/79182.png,1,i told my gay friend that i can turn fruits into vegetables and he told me to prove it so i pushed him off a balcony,test
74098,img/74098.png,1,me: *turns the oven to 450 degrees* everyone else at auschwitz:,test
17054,img/17054.png,1,"lesbians when they spot a hot straight girl... ""call me tina cos i'm gonna turner""",test
94185,img/94185.png,1,how a black woman can fight crime,test
61345,img/61345.png,0,im gonna be a woman,test
46721,img/46721.png,1,a head diaper is required when you have shit for brains,test
83907,img/83907.png,1,barbed wire fence hall of cost victims let me eat let me eat,test
17356,img/17356.png,0,nothing is stronger than love except a tiger ii,test
71530,img/71530.png,1,holocaust makes me sad!,test
09152,img/09152.png,0,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?""",test
37904,img/37904.png,1,"jesus is love, and he welcomes all homosexuals into heav.. don't be decieved! homosexuals will not inherit the kingdom of god!",test
47518,img/47518.png,1,my sandwich- maker is very slow today,test
85421,img/85421.png,0,gays on their way home after pride week,test
04591,img/04591.png,0,rep. ilhan omar: 9/11 was 'some people did something' here's your something 2977 people dead by terrorism,test
36749,img/36749.png,1,somehow we went from this to having american hating radical muslim anti-semites and socialists not only in congress but on the foreign intelligence committee. how the hell did this happen?!,test
18235,img/18235.png,0,"damn, that's hot!",test
06875,img/06875.png,0,it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs',test
32189,img/32189.png,0,the look after being told something idiotic be like,test
97183,img/97183.png,0,when you sleep with a jewish girl,test
80426,img/80426.png,1,a talking ape,test
28146,img/28146.png,0,cold beer on a cold night,test
28374,img/28374.png,0,loving parents,test
57346,img/57346.png,0,"whlle the keepers were distracted, harold, the oldest of all the apes, made his escape by posing as a wheelbarrow wheelbarrow pusher",test
29740,img/29740.png,0,when a person tells you that your meme meme or joke was heavily offensive i can go lower,test
45286,img/45286.png,0,"i would love to be excited about the women's soccer team's victory. but, this guy ruined it for me",test
25063,img/25063.png,0,fur missile incoming,test
68371,img/68371.png,1,thankfully youtube blocked those videos or she might have popped even more people in their office,test
03971,img/03971.png,0,so i was sucking on her t*ts then the husband walks in and i just sk*t myself,test
84521,img/84521.png,1,asians be like switching to fullscreen mode,test
39054,img/39054.png,0,why is it so good? because it's white,test
71954,img/71954.png,1,"crisis hotline, how can i help? well...i'm feeling suicidal.. great! can you fly a plane?!",test
09785,img/09785.png,0,searching for buried treasure,test
29851,img/29851.png,1,how dark is your humor? me:,test
15798,img/15798.png,0,when your mom tells you to clean up your room but you just cleaned it,test
08476,img/08476.png,0,classic anne frank photo,test
68503,img/68503.png,1,when the muslim pulls out a bomb from his bag it's so fucking big,test
48920,img/48920.png,0,hello my lgbtq+ friends it's pride month so free shots for everyone!,test
78345,img/78345.png,0,you wanna pet me?? i'd pet me... i'd pet me hard,test
92385,img/92385.png,0,you can fuck off with that shit you can fuck straight off to fuck off mountain while riding your fuck horse to the land of awwww hell no,test
18937,img/18937.png,0,if it fits it ships,test
04629,img/04629.png,0,halloween was great this year,test
91340,img/91340.png,1,this nigga so black they had to change his background white,test
08649,img/08649.png,0,love in the world comes in many forms,test
91708,img/91708.png,0,when mohamed puts it inside,test
39652,img/39652.png,0,donald trump proving you don't have to be poor to be trailer trash,test
79285,img/79285.png,0,an indian an african american and a mexican walk into a bar...just kidding! it's just three white liberals,test
05689,img/05689.png,0,"the most racist people are the ones crying""racist"" all the time!",test
24309,img/24309.png,0,when people ask me who my favorite golden girl is,test
03745,img/03745.png,1,your order comes to $37.50 and your white privilege discount brings the total to $37.50,test
38057,img/38057.png,0,sea monkeys,test
72146,img/72146.png,0,here's to you obama! let's have a drink!,test
91763,img/91763.png,1,imagine being so disgusting there have to be laws to try to stop normal people from hating you,test
08961,img/08961.png,1,what was hitler's favorite race? nazi jews,test
19075,img/19075.png,0,when you smell cake,test
84537,img/84537.png,0,this steak is so black it stole my television,test
94620,img/94620.png,0,we now have reason to believe trump ripped the tag off his matress in 1987,test
37628,img/37628.png,1,when your uber driver arrives but you're probably safer driving drunk,test
75910,img/75910.png,0,when you get a cute new haircut just before pitcure day,test
59473,img/59473.png,1,"when an indian man marries he scratches the dot off his wife's forehead to see if he's won a gas station, a motel, or a subway restaurant",test
87365,img/87365.png,1,mexicans road trip,test
65248,img/65248.png,0,when you have a small dick and tell a jewish girl to suck it. i can't,test
13624,img/13624.png,0,"him: ""you have to respect our religious beliefs"" me:",test
48021,img/48021.png,0,kill them kill them all !!!!!,test
47830,img/47830.png,0,pray for your sins,test
72035,img/72035.png,0,"when you see all the dems pushing ""medicare for all"" it's simply them ""lowkey"" admitting that they dont like obamacare along with the rest of us",test
70649,img/70649.png,1,what's the hardest part of eating a vegetable? the wheelchair,test
01962,img/01962.png,0,i put makeup for my profile photo,test
36751,img/36751.png,0,and then he said that he could only 6 burgers,test
07849,img/07849.png,1,sorry white guys but i only date black guys,test
14037,img/14037.png,1,radical muslims are snakes moderate muslims are the grass they hide in,test
81576,img/81576.png,1,"him: ""you have to respect our religious beliefs"" me:",test
05716,img/05716.png,0,give me a dog treat human,test
29051,img/29051.png,0,when your annoying neighbours are mowing their lawn suddenly when you go out to finally sun bathe,test
27034,img/27034.png,1,record black employment record black welfare record black imprisonment,test
15803,img/15803.png,1,what do you call a retarded jew? auschwistic,test
45723,img/45723.png,0,happy birthday i made you a drink,test
87520,img/87520.png,1,"yes, we know trump said ""mexico will pay for the wall"" but now mexicans are the wall. that boy good!!!!",test
95763,img/95763.png,1,i was gonna make a muslim joke but they always blow up in your face gotta be careful,test
12035,img/12035.png,0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,test
40826,img/40826.png,0,"""when thor throws his hammer, he is ""serving justice"" when i throw a hammer, i ""have anger management issues""",test
93620,img/93620.png,1,in other countries in pakistan,test
21394,img/21394.png,1,there is no hindu terrorism in india. what if i say it isn't true? will shoot you dead,test
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,test
79168,img/79168.png,0,immigrant problem problem fixed,test
79846,img/79846.png,1,"have you ever studied the history of the jews? did you know that they have always banded together as a tribe, infiltrated governments, monopolized the financial systems of nations instigated wars and intentionally created chaos in societies? the jews have mass murdered millions of non- jews over the centuries theyve seized control of the media so you'll never find out study the history of the jews!",test
43609,img/43609.png,0,this could be us right now but the fucking apocalypse got rescheduled again,test
07935,img/07935.png,0,"''did you know princess diana had dandruff?'' ''oh yes, yes, they found her head and shoulders on the dashboard''",test
67024,img/67024.png,1,shhh...the christians think this holiday is about jesus. wait until they discover it's traditionally celebrated with orgies!,test
65178,img/65178.png,1,america is for americans period! i agree. why don't you go back to europe,test
98235,img/98235.png,0,fashion forward !,test
36842,img/36842.png,0,so you're against immigration? splendid! when do you leave?,test
94150,img/94150.png,1,america be like never forget get over it,test
70834,img/70834.png,0,smh kids these days rely too much on technology,test
40653,img/40653.png,0,oh you talk so tough from behind your keyboard tell me again what a badass you are,test
27430,img/27430.png,0,both men and women sacrificed in different ways but it was all to protect their comfortable home,test
84271,img/84271.png,0,doesn't matter what clan we all need to stick together,test
26137,img/26137.png,0,"675 days under investigation, constant media slander, no collusion! this man deserves an apology!",test
82635,img/82635.png,0,i am jealous of her she's so pretty,test
27603,img/27603.png,1,wear a full burqa and nobody says anything change the cloth to white and everyone loses their mind,test
21089,img/21089.png,1,when you and your homie load each other's dishwashers,test
61932,img/61932.png,1,feminist literature? you mean cookbooks?,test
28046,img/28046.png,1,literally me on social media *respect womens* me in irl *bang dishwashers* *respect womens*,test
53108,img/53108.png,0,this one time at camp we got so baked,test
17843,img/17843.png,0,see? i fuckin told you a little foil on top keeps them juicy medium rare is best,test
25370,img/25370.png,0,porch monkey 4 life,test
08357,img/08357.png,0,nazi soldiers used flame throwers to clear trenches,test
67193,img/67193.png,1,goes on ancestry.com instead of match.com,test
31586,img/31586.png,1,hurry up and hide your valuables,test
46138,img/46138.png,1,"they had us in the first half, not gonna lie honey, having a small dick is not a big deal i know it darling, but i'd prefer if you did not have any",test
61742,img/61742.png,1,monkey blood,test
25107,img/25107.png,1,"open you hand tyrone, i know you stole it",test
12546,img/12546.png,1,"i saw a black man carrying a tv i rushed home to see if it was mine nope, mine was still there, polishing my shoes",test
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,test
83920,img/83920.png,1,"just under 17 and a half years ago, 19 people were allowed into the us who should not have been all these years later, we are told that the answer to safety is to allow everyone in",test
34687,img/34687.png,1,everyone is afraid of dark,test
86795,img/86795.png,0,people report my shit i produce more shit,test
95742,img/95742.png,0,you know like when the tv doesn't work you give it a hard hit and then its all better,test
12973,img/12973.png,1,someone added to much soap to the dishwasher again,test
23760,img/23760.png,1,ashes to ashes  dust to dust the jews just left us,test
02975,img/02975.png,0,you never realize how little self control you actually have until chips and salsa are in front of you at the mexican restaurant,test
72136,img/72136.png,0,"when you tell her to get ready to go, but you're just going to walmart",test
06945,img/06945.png,0,"""culebra u.s. territory"" u.s.miltary bomb explosions march 2019",test
30692,img/30692.png,1,cameraman: i don't understan- psychic kid: trust me this will be really funny someday,test
01924,img/01924.png,1,whats the difference between a feminist and a suicide vest? a suicide vest actually accomplishes something when its triggered,test
07592,img/07592.png,0,justin come here the chevy faggots are mad again,test
95846,img/95846.png,1,look son... another terror attack by peaceful muslims!,test
30456,img/30456.png,0,all you motherfuckers love a petty offensive page until that same petty page offends your mother fucking ass,test
38215,img/38215.png,0,they're not really after me they're after you i'm just in their way,test
32896,img/32896.png,1,after i'm done huntin' illegal aliens... i'm gonna get one of those technology jobs they took away from me,test
49758,img/49758.png,0,when your uber driver arrives but you're probably safer driving drunk,test
54683,img/54683.png,0,feeling cute. might kill 6 million later...idk,test
27308,img/27308.png,1,a typical white man,test
32490,img/32490.png,1,"me giving nicknames to men who have wasted my time: we will call you, ""almost.""",test
08241,img/08241.png,0,when people are still talking about epstein's pedo ring after 3 mass shootings in a week you're going to need a bigger,test
78325,img/78325.png,0,how to make a colorado fruit smoothie,test
45069,img/45069.png,1,"fucksake, this porn hasn't downloaded properly",test
28935,img/28935.png,1,this would be racist if black people could read,test
42759,img/42759.png,1,i need you to .. remove all muslims from any public office,test
52863,img/52863.png,1,its cool were divorced but we will always be cousins,test
90286,img/90286.png,0,cereal in the bowl first or milk in the bowl first it really be like that,test
23578,img/23578.png,0,when each letter is cool,test
12935,img/12935.png,1,"""wea yo top lip at doe"" ""missing like yo dad""",test
67802,img/67802.png,0,america sucks. conservatives are racists. rich people are evil. give me your money. the 2020 democrats!,test
35691,img/35691.png,1,da look dog gave mina after they fucked that tranny together,test
87190,img/87190.png,1,hey mom the goats asshole is inside out. what do?,test
80769,img/80769.png,0,when you are doing random stuff and realise you left the oven on,test
86705,img/86705.png,0,cop: this dog tells me you're on drugs. citizen: i'm on drugs? you you'r re the one talking to a dog!,test
04782,img/04782.png,0,adorable african kid appreciating life,test
02461,img/02461.png,0,"whenever you feel stupid, remember this",test
38956,img/38956.png,0,look at what i just built with all the sand that fell out of your vagina,test
96513,img/96513.png,1,"what in the cousin humpin, skoal spittin, busch light drinkin, winston smokin, restraining order havin, mullet rockin, trailer park treasure is this!?",test
15478,img/15478.png,1,this one time at camp   we got so baked,test
75940,img/75940.png,0,clint eastwood and michelle obama,test
25643,img/25643.png,0,all this rich history and people still don't understand that sikhs and muslims are different people,test
34521,img/34521.png,0,push for better healthcare in the country injuries happen when you least expect them,test
18379,img/18379.png,0,notice how the kenyan skidmark has been silent about the mueller report?,test
82195,img/82195.png,0,you fucking liar that blowjob did nothing for my sore throat,test
03257,img/03257.png,1,white trash not marriage material,test
10682,img/10682.png,1,"stephen miller, architect of the policy to seperate children from their parents at the border. the jew with the soul of a nazi",test
35412,img/35412.png,0,#treason anti-american democrat adam schiff funded by america-hating george soros,test
47826,img/47826.png,1,mississippi wind chime,test
86172,img/86172.png,1,when the school shooter finally leaves and the hottest girl in class is laying dead on the floor it's free real estate,test
86257,img/86257.png,0,we're glad you're home the russians pooped in the hallway!,test
36845,img/36845.png,1,"""transgenderism"" is a mental illness, not an ""identity"" mandating public acceptance is sociopathic tyranny",test
73549,img/73549.png,0,"mindfuck when you shit bricks, you'll see it",test
57261,img/57261.png,0,this is rudolf hess. he edited mein kampf for adolf hitler. that makes him..... the first grammar nazi,test
41068,img/41068.png,0,the obama's with empire star jussie smollett,test
23746,img/23746.png,1,official muslim refugee checkpoint,test
28659,img/28659.png,1,christians are retarded,test
74235,img/74235.png,0,chloroform puts the sensual back into non-consensual,test
97610,img/97610.png,0,taxes...i love them you pay.... and the illegals .......for free stay rain tax..gas tax... highest property tax in country it never ends,test
51092,img/51092.png,0,how do you make a 4 yr old cry twice? wipe your bloody cock off on their teddy bear,test
82761,img/82761.png,1,"if your phone gets wet, try putting it in dry rice at night, the rice will attract asians who will fix your electronics for you",test
35497,img/35497.png,0,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",test
31927,img/31927.png,0,anymore pictures ? im kiddin let me pose,test
86934,img/86934.png,1,that moment in history when bill clinton decided to rip those poor mexican kids from their momma's arms,test
72608,img/72608.png,0,"dear lord, thank you for making sure noah put turkey, white tail deer, elk and everything else we hunt on the ark! amen",test
91436,img/91436.png,0,either this works or i'm screwed,test
94723,img/94723.png,0,follow your dreams no matter what people say,test
46812,img/46812.png,0,goat meat is very popular in islamic countries,test
13570,img/13570.png,0,who needs help getting into the u.s i can help,test
41650,img/41650.png,0,what's burning?,test
60937,img/60937.png,0,mississippi wind chime,test
76825,img/76825.png,0,two woman walking home together after a nice day out together,test
52803,img/52803.png,1,me: puts bag of popcorn into the microwave everyone at the senior center :,test
46793,img/46793.png,0,this has nothing to do with this post but one day i hope we can all live in a world of peace,test
38704,img/38704.png,1,chicken niggers,test
80197,img/80197.png,0,former first lady during an interview,test
42706,img/42706.png,0,what happened to my damn balls!!,test
86714,img/86714.png,0,when you turn on the light and realize you have been fisting the wrong hole,test
06479,img/06479.png,1,when you've finally become a cop and see a black guy this is where the fun begins,test
68374,img/68374.png,1,oh boy i freaking hate niggers,test
76104,img/76104.png,1,protect america from boatloads of refugees fleeing scandinavia's socialist tyranny,test
54289,img/54289.png,0,do you like to barbeque cause i'm bout to slap this meat across your grill,test
81245,img/81245.png,1,when you are hanging out with your black friends and they finally give you a cool nickname cracker,test
65378,img/65378.png,0,drink bleach.. then you can be white on the inside and out!,test
13958,img/13958.png,1,"""i'd like a book on suicide."" ""fuck off. you won't bring it back.""",test
37859,img/37859.png,1,tired of bitches running from the dick? i give you the clamp that bitch down 3000,test
53160,img/53160.png,0,when goats try to pull a car heist,test
02983,img/02983.png,0,large big mac no onions,test
90725,img/90725.png,1,whats worse than a female driver?,val
46217,img/46217.png,1,"hey barack, my tranny is better than yours!",val
75230,img/75230.png,0,how to remember kid in hot car keep 2nd road beer with them!,val
31527,img/31527.png,0,in 1948 women were allowed to join the army,val
61207,img/61207.png,1,why don't n**gers celebrate thanksgiving? kfc is closed on holidays!,val
06175,img/06175.png,0,when someone drops a penny,val
48106,img/48106.png,1,fuck islam,val
54697,img/54697.png,0,rashida tlaib said that her ancestors created a safe haven for jewish people fleeing wwii,val
39675,img/39675.png,0,white people is this a shooting range?,val
42903,img/42903.png,0,those stupid basterds thought it was a real shower,val
94267,img/94267.png,0,how pothead lesbians get stoned in the middle east islamic art,val
51706,img/51706.png,1,"only black people steal yo shit and help you look for it and be like, where you had it at last!",val
89567,img/89567.png,0,circa 1860 a slave master whips a slave whose hands and legs are bound,val
96820,img/96820.png,0,i love listening to music,val
98246,img/98246.png,1,"trump supporters because why learn the facts, when you can mindlessly preach hate?",val
21048,img/21048.png,0,"beep! beep! i'm a milk truck go home, bessie. you're drunk",val
40913,img/40913.png,1,i tried to play uno with my mexican friends but they kept stealing all of the green cards,val
03841,img/03841.png,1,when i grow up... lol nevermind,val
50683,img/50683.png,0,you're one ugly motherfucker,val
56208,img/56208.png,0,guess who got reported again by some weak minded asshole,val
31625,img/31625.png,0,"i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you?",val
25197,img/25197.png,1,"it's a simple grammar question leeroy! ""what cames at the end of a sentence?"" parole ?",val
95613,img/95613.png,1,what a weird way to spell fat and single,val
45371,img/45371.png,0,don't do drugs boys and girls,val
52036,img/52036.png,1,when you find out there's an opening for the role of chewbacca,val
47390,img/47390.png,0,"it might look fucked up, but her handjobs are fucking unbelievable",val
98345,img/98345.png,0,this one time at camp we got so baked,val
43725,img/43725.png,1,auditioned for jazz band not enough soul,val
72058,img/72058.png,0,i went to ride my bike today!,val
06715,img/06715.png,0,take them to the zoo they said they'll learn something new they said,val
07234,img/07234.png,0,that's enough facebook for today this sammich isn't going to make itself,val
08163,img/08163.png,1,i told my gay friend that i can turn fruits in to vegetables and he told me to prove it so i pushed him off a balcony,val
34816,img/34816.png,0,meanwhile at the isis strip club,val
34970,img/34970.png,1,muslims in 2001 muslim in congress 2019 defund homeland security,val
61378,img/61378.png,1,"when liberals defend islam they defend beating women, killing homosexuals, rape,pedophilia, murdering babies, and beheading christians!",val
37408,img/37408.png,0,i love everything and everybody! except for squirrels i hate squirrels,val
83271,img/83271.png,1,having a bad day? you could be a siamese twin attached to gay brother who has a date and your the only one with an ass,val
74310,img/74310.png,0,shhhhhhh don't make this weird,val
26945,img/26945.png,0,i cant compare my love of bacon to anything because bacon is the standard that i compare all else to,val
42137,img/42137.png,0,when you get hungry you can either think about it or..,val
92407,img/92407.png,1,25% of the women in this country are on medication for mental illness it means 75% are running around untreated!,val
02984,img/02984.png,0,stop racism black children and white children are the same,val
36928,img/36928.png,0,some people aren't your friends they're just scared to be your enemies,val
35429,img/35429.png,0,hey muslim eat me!,val
19705,img/19705.png,1,wnen you're walking home and come across a naked corpse i shouldn't,val
05213,img/05213.png,0,the families of the hillsborough tragedy were denied legal aid.... but shamima begum gets it to fight for her uk citizenship our system is a sick joke! - martin costello,val
21534,img/21534.png,0,when you can't wait to get home and eat them left overs,val
65807,img/65807.png,1,thanks for the shirt asshole,val
59806,img/59806.png,0,"on tuesday, november 3, 2020, we make america great again  by voting this nightmare out of office!",val
03251,img/03251.png,0,it is disgusting to laugh at gender dysphoria,val
78139,img/78139.png,0,i don't know what she's fixing but mine just broke,val
63041,img/63041.png,1,minnesota rep. ilhan omar (d) calls to defund homeland security well she is a terrorist so.,val
90126,img/90126.png,1,when you have to hold her like this at night because she steals,val
10926,img/10926.png,0,traditional african tribe,val
61482,img/61482.png,0,it's not a hijab it's a diaper for people with shit for brains,val
81097,img/81097.png,0,at sunset in piazza vittorio the islamic community commemorated with a public prayer,val
51682,img/51682.png,1,got crap for brains??? make sure you wear your diaper,val
28436,img/28436.png,0,socialism. . ...people line up waiting for bread. capitalism.. ...bread is lined up waiting for people. see the difference,val
31897,img/31897.png,0,toshiba? i lost a friend on that beach,val
68913,img/68913.png,1,"sorry, i only grope women",val
93512,img/93512.png,1,once you go black so does your eye,val
37921,img/37921.png,1,when you're the only girl at the gang bang,val
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,val
19582,img/19582.png,1,if you could kick an obama in the nuts which would it be?,val
74286,img/74286.png,0,make america great again!!!,val
49327,img/49327.png,1,"dispatch, we have a code 1, scared white bitch, over",val
20654,img/20654.png,0,go be gay somewhere else,val
29140,img/29140.png,1,nice try women now go back to the kitchen,val
29470,img/29470.png,0,educate our kids about domestic violence,val
01653,img/01653.png,0,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. """,val
58310,img/58310.png,0,"hey, dnc! it's not the people's job to rally around the candidate you choose... ...it's your job to choose the candidate that the people rally around!",val
17308,img/17308.png,1,"white people worldwide need to know that south africa is a template for europe, america, australia, canada we jews control all white countries media & education",val
96152,img/96152.png,0,peace is love,val
69523,img/69523.png,0,"how do you do, fellow kids? i am your new highly approachable candidate eager to share a beer",val
43812,img/43812.png,1,they bow to a black woman while blacks praise... well ...you know who,val
76951,img/76951.png,1,muslim coming omg he looks horny,val
87914,img/87914.png,0,when you're 15 and you're just now learning how to ride a bike,val
26538,img/26538.png,0,"when you take your dishwasher to the restaurant, but it starts talking",val
31496,img/31496.png,1,ultimate terrorist lure position decoy and wait,val
48317,img/48317.png,0,dressed for sundays best,val
78034,img/78034.png,0,god loves you all,val
87165,img/87165.png,1,digging up something to do is hard guess necrophilia isn't for everyone,val
03681,img/03681.png,0,when you're muslim but you have oil,val
97051,img/97051.png,1,when you successfully shot all the muslims in the mosquee but isis doesn't claim the assault,val
07924,img/07924.png,0,when you've accepted your sexual preferences and are happy with your life now,val
29041,img/29041.png,0,oh boy can't wait to clean myself up in the showers that the guards are taking us to!,val
92671,img/92671.png,0,looking at you your condition is improving,val
40875,img/40875.png,1,male: *becomes successful* ugly white bitch claiming she got raped 20 years ago:,val
72456,img/72456.png,1,"dumbass fucking white people marking up the internet with their opinions like dogs pissing on fire hydrants. ~ sarah jeong, nyt editor the new york times",val
62831,img/62831.png,1,converted to muslim ? why would you think that?,val
28476,img/28476.png,0,you cannot invade the trailer park there will be a dumpster-defend with a yeet cannon behind every door!,val
46823,img/46823.png,0,enough is enough children are more important than freaks,val
71528,img/71528.png,0,"im not racist, but racist memes are still allowed",val
87620,img/87620.png,1,when muslim nibbas see a extra ticc goat in the neighborhood,val
89632,img/89632.png,0,hands up all racists who support white genocide,val
04689,img/04689.png,0,illegal immigration the cowboy way we'll know them if they try to come back in!,val
24783,img/24783.png,1,when you go out to fight for independence but forgot to lock up the slaves,val
21653,img/21653.png,1,"hmmm... let's see, what kind of conspiracy theory can i get those white trash followers of mine to fall for next ?",val
24316,img/24316.png,1,sharks don't attack him why? they think it's whale shit,val
01258,img/01258.png,0,ladies! if your man is offended by this he is a faggot. end of story,val
09634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,val
40372,img/40372.png,1,when the fbi raids your house and catches you nutting to 24 petabytes of child porn wonderful weather we're having,val
80714,img/80714.png,0,"as for the open liquor, i live in my car. my car is my home. i'm sure you have liquor in your home. cops pull you over in your house, how is that open liquor?",val
72805,img/72805.png,0,i'm going to hate the way i sound i guarantee it,val
70396,img/70396.png,0,sometimes i crunch up my jizz when it dries then i bring the white powder to parties and watch people snort my cock sand,val
48361,img/48361.png,0,when black is your favorite color,val
14965,img/14965.png,0,arabs: how they think they look how they actually look,val
67849,img/67849.png,0,fuck you america!,val
56213,img/56213.png,0,let me play with the chew toys,val
60839,img/60839.png,1,when each letter is a mental disorder,val
96872,img/96872.png,0,when the villagers ask what no shave november is,val
20567,img/20567.png,0,this is what happens when you don't spank your kids..,val
15847,img/15847.png,0,cheers to all my haters! be patient. so much more is coming,val
79406,img/79406.png,1,what do you get when you see bill cosby in double vision raped,val
45927,img/45927.png,0,you got a problem?,val
23957,img/23957.png,0,"go ahead, call the cops they can't un-rape you",val
01734,img/01734.png,0,and that was the last time we let uncle larry babysit,val
79451,img/79451.png,1,"""where did you learn to make kool-aid like that britney?""",val
92513,img/92513.png,0,"yes, ilhan omar is anti-semitic and anti-american but she is on our side",val
98125,img/98125.png,1,"do you hate rapist? and child molesters? and people who think their race is superior to all? oh , so you hate muslims too huh. good shit",val
35287,img/35287.png,0,i don't know how people wear these everyday feels like this to me,val
90573,img/90573.png,0,what kind of punch can take out 20 kids and 6 adults? a sandy hook,val
64190,img/64190.png,0,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle,val
92317,img/92317.png,0,"you either die a hero, or live long enough to become the villain",val
70346,img/70346.png,0,shits about to get real,val
46907,img/46907.png,0,get the camera out of my face!!,val
